hawker_center_id,timestamp,hour,minute,is_weekend,is_peak_hours,available_lots,occupancy_rate,num_full_carparks,num_bus_services,bus_frequency,buses_arriving_soon,monday,tuesday,wednesday,thursday,friday,saturday,sunday,crowd_level
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-04 21:36:06.911991,21,0,1,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,0,0,1,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-03 00:36:06.911998,0,0,0,0,0.5,0.5,0,1.9,0.5,0.95,1,0,0,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-03 03:36:06.912004,3,0,0,0,0.5,0.5,0,1.9,0.5,0.95,1,0,0,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-03 06:36:06.912009,6,0,0,0,0.5,0.5,0,1.9,0.5,0.95,1,0,0,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-03 09:36:06.912015,9,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,1,0,0,0,0,0,0,Medium
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-03 12:36:06.912020,12,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,1,0,0,0,0,0,0,High
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-03 15:36:06.912029,15,0,0,0,0.5,0.5,0,1.9,0.5,0.95,1,0,0,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-03 18:36:06.912035,18,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,1,0,0,0,0,0,0,Medium
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-03 21:36:06.912040,21,0,0,0,0.5,0.5,0,1.9,0.5,0.95,1,0,0,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-02 00:36:06.912045,0,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,1,0,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-02 03:36:06.912051,3,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,1,0,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-02 06:36:06.912056,6,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,1,0,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-02 09:36:06.912061,9,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,1,0,0,0,0,0,Medium
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-02 12:36:06.912066,12,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,1,0,0,0,0,0,High
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-02 15:36:06.912071,15,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,1,0,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-02 18:36:06.912076,18,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,1,0,0,0,0,0,Medium
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-02 21:36:06.912081,21,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,1,0,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-01 00:36:06.912086,0,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,1,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-01 03:36:06.912095,3,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,1,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-01 06:36:06.912100,6,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,1,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-01 09:36:06.912105,9,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,1,0,0,0,0,Medium
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-01 12:36:06.912110,12,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,1,0,0,0,0,High
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-01 15:36:06.912120,15,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,1,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-01 18:36:06.912125,18,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,1,0,0,0,0,Medium
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-04-01 21:36:06.912130,21,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,1,0,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-31 00:36:06.912140,0,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,1,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-31 03:36:06.912145,3,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,1,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-31 06:36:06.912150,6,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,1,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-31 09:36:06.912155,9,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,0,1,0,0,0,Medium
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-31 12:36:06.912160,12,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,0,1,0,0,0,High
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-31 15:36:06.912169,15,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,1,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-31 18:36:06.912174,18,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,0,1,0,0,0,Medium
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-31 21:36:06.912179,21,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,1,0,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-30 00:36:06.912185,0,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,1,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-30 03:36:06.912191,3,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,1,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-30 06:36:06.912196,6,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,1,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-30 09:36:06.912201,9,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,0,0,1,0,0,Medium
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-30 12:36:06.912206,12,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,0,0,1,0,0,High
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-30 15:36:06.912216,15,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,1,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-30 18:36:06.912221,18,0,0,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,0,0,1,0,0,Medium
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-30 21:36:06.912226,21,0,0,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,1,0,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-29 00:36:06.912231,0,0,1,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,0,1,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-29 03:36:06.912237,3,0,1,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,0,1,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-29 06:36:06.912242,6,0,1,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,0,1,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-29 09:36:06.912247,9,0,1,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,0,0,0,1,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-29 12:36:06.912252,12,0,1,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,0,0,0,1,0,High
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-29 15:36:06.912257,15,0,1,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,0,1,0,Medium
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-29 18:36:06.912262,18,0,1,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,0,0,0,1,0,High
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-29 21:36:06.912268,21,0,1,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,0,1,0,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-28 00:36:06.912273,0,0,1,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,0,0,1,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-28 03:36:06.912278,3,0,1,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,0,0,1,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-28 06:36:06.912283,6,0,1,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,0,0,1,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-28 09:36:06.912289,9,0,1,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,0,0,0,0,1,Low
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-28 12:36:06.912294,12,0,1,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,0,0,0,0,1,High
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-28 15:36:06.912304,15,0,1,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,0,0,1,Medium
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-28 18:36:06.912310,18,0,1,1,0.5,0.5,0,1.9,0.26666666666666666,1.9,0,0,0,0,0,0,1,High
ChIJseQsTQ0Z2jERqpBTWF0Zf84,2025-03-28 21:36:06.912315,21,0,1,0,0.5,0.5,0,1.9,0.5,0.95,0,0,0,0,0,0,1,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-10 00:36:06.912340,0,0,0,0,0.5,0.5,0,2.0,0.5,1.0,1,0,0,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-10 03:36:06.912347,3,0,0,0,0.5,0.5,0,2.0,0.5,1.0,1,0,0,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-10 06:36:06.912352,6,0,0,0,0.5,0.5,0,2.0,0.5,1.0,1,0,0,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-10 09:36:06.912358,9,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,1,0,0,0,0,0,0,Medium
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-10 12:36:06.912363,12,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,1,0,0,0,0,0,0,High
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-10 15:36:06.912369,15,0,0,0,0.5,0.5,0,2.0,0.5,1.0,1,0,0,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-10 18:36:06.912374,18,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,1,0,0,0,0,0,0,Medium
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-10 21:36:06.912380,21,0,0,0,0.5,0.5,0,2.0,0.5,1.0,1,0,0,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-09 00:36:06.912391,0,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,1,0,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-09 03:36:06.912397,3,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,1,0,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-09 06:36:06.912402,6,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,1,0,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-09 09:36:06.912407,9,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,0,1,0,0,0,0,0,Medium
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-09 12:36:06.912413,12,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,0,1,0,0,0,0,0,High
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-09 15:36:06.912418,15,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,1,0,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-09 18:36:06.912424,18,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,0,1,0,0,0,0,0,Medium
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-09 21:36:06.912429,21,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,1,0,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-08 00:36:06.912434,0,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,1,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-08 03:36:06.912441,3,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,1,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-08 06:36:06.912447,6,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,1,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-08 09:36:06.912452,9,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,0,0,1,0,0,0,0,Medium
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-08 12:36:06.912457,12,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,0,0,1,0,0,0,0,High
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-08 15:36:06.912462,15,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,1,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-08 18:36:06.912467,18,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,0,0,1,0,0,0,0,Medium
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-08 21:36:06.912472,21,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,1,0,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-07 00:36:06.912478,0,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,0,1,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-07 03:36:06.912483,3,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,0,1,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-07 06:36:06.912488,6,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,0,1,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-07 09:36:06.912493,9,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,0,0,0,1,0,0,0,Medium
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-07 12:36:06.912498,12,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,0,0,0,1,0,0,0,High
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-07 15:36:06.912504,15,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,0,1,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-07 18:36:06.912510,18,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,0,0,0,1,0,0,0,Medium
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-07 21:36:06.912515,21,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,0,1,0,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-06 00:36:06.912520,0,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,0,0,1,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-06 03:36:06.912525,3,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,0,0,1,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-06 06:36:06.912530,6,0,0,0,0.5,0.5,0,2.0,0.5,1.0,0,0,0,0,1,0,0,Low
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-06 09:36:06.912535,9,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,0,0,0,0,1,0,0,Medium
ChIJZYudK5EP2jERoyXvsmYRcEY,2025-04-06 12:36:06.912540,12,0,0,1,0.5,0.5,0,2.0,0.26666666666666666,2.0,0,0,0,0,1,0,0,High
